order_id,customer_id,order_status,datetime_order_placed,total_order_price,order_notes
0000000355,4,2021-09-08 14:52:07,419.97,Nesciunt recusandae quos quia unde maiores iure.
0000000747,6,2021-05-06 22:20:22,79.99,Nisi tempora enim eligendi quae.
0000000117,4,2021-07-16 13:12:58,79.99,Neque itaque minima rerum.
0000000991,8,2021-11-15 02:30:08,129.99,Fuga necessitatibus numquam nobis quod reiciendis.
0000000830,3,2021-05-18 03:25:39,129.99,Maxime neque rem pariatur sint velit.
0000000544,8,2021-11-14 11:20:26,59.99,Animi aperiam veniam necessitatibus consectetur at.
0000000055,5,2021-09-05 18:48:59,59.98,Perferendis harum non voluptatibus aperiam porro esse id.
0000000979,7,2021-11-09 00:52:35,129.99,A fugiat minima fuga minima consequuntur praesentium ipsa.
0000000717,7,2021-11-06 07:57:38,79.99,Quibusdam eveniet inventore distinctio.
0000000694,8,2021-11-09 01:20:23,79.99,Cupiditate molestias adipisci sit.
0000000919,3,2021-09-27 21:14:27,19.99,Ullam dolorum earum cumque nesciunt.
0000000349,8,2021-11-10 09:24:56,29.99,Amet neque repellat exercitationem iste.
0000000541,8,2021-11-01 21:13:06,139.99,Placeat quam hic officia eum.
0000000052,8,2021-11-14 19:58:29,139.99,Culpa blanditiis recusandae cumque modi.
0000000866,7,2021-11-02 03:41:54,16.99,Eaque deleniti beatae exercitationem animi.
0000000710,8,2021-11-11 09:54:05,16.99,Ratione nostrum soluta modi officia itaque consequuntur cumque.
0000000729,8,2021-11-05 22:39:34,29.99,Repellat ex odit sint aliquam quidem a cumque.
0000000861,8,2021-11-10 21:13:02,24.99,Neque saepe ipsa excepturi.
0000000272,7,2021-11-07 09:15:24,29.99,Velit molestiae facilis nam consequatur est eos.
0000000733,8,2021-11-04 20:04:52,99.99,Distinctio nisi enim ipsa ex exercitationem.
0000000299,7,2021-11-05 09:58:25,19.99,Cupiditate assumenda nam repellendus ipsum commodi.
0000000084,8,2021-11-08 20:21:42,199.98,Magni incidunt quo repudiandae quaerat similique placeat.
0000000164,6,2021-06-26 11:31:49,129.99,Porro modi non labore ea minima reprehenderit.
0000000384,7,2021-11-01 20:48:53,99.99,Commodi pariatur assumenda.
0000000083,4,2021-10-17 14:20:57,59.99,Inventore labore voluptate veritatis.
0000000400,1,2021-09-08 07:12:59,39.98,Veritatis nam quos corrupti tempora assumenda.
0000000415,8,2021-11-11 07:36:22,19.99,Consectetur totam quo.
0000000023,8,2021-11-06 09:47:53,79.99,Laborum laboriosam sit repellat quas ab et.
0000000422,2,2021-07-11 21:49:18,24.99,Hic perspiciatis consequatur.
0000000336,8,2021-11-03 21:55:40,119.98,Eum aut saepe molestiae.
0000000161,8,2021-11-10 21:40:04,79.99,Impedit magni perspiciatis asperiores.
0000000913,4,2021-05-20 19:56:26,49.99,Aliquid animi blanditiis facilis.
0000000447,7,2021-11-03 01:18:41,24.99,Dolorum blanditiis veritatis.
0000000156,5,2021-08-29 04:11:45,79.99,Eum neque dicta temporibus quae quisquam.
0000000150,6,2021-02-12 17:12:25,99.99,Quo laboriosam aliquid nisi.
0000000287,2,2021-01-16 11:16:56,79.99,Nihil nam odio maxime expedita adipisci.
0000000295,3,2021-04-09 14:11:29,49.99,Aliquid aspernatur voluptatem.
0000000767,8,2021-11-03 01:24:18,79.99,Illo quod perspiciatis quia.
0000000386,7,2021-11-09 11:53:17,139.99,Dicta necessitatibus nihil quisquam facilis.
0000000588,8,2021-11-07 23:24:47,159.98,Sapiente deserunt doloremque explicabo nisi.
0000000933,5,2021-05-27 15:13:26,129.99,Odio voluptate voluptate quasi.
0000000172,8,2021-11-11 10:20:30,29.99,Consequuntur odio ad reiciendis autem provident cum.
0000000273,4,2021-05-24 10:49:46,79.99,Fugiat excepturi similique corrupti.
0000000681,8,2021-11-09 09:48:42,79.99,Dolor recusandae sint at occaecati consequatur qui.
0000000696,4,2021-07-02 04:42:35,19.99,Molestias at sed tempore quidem a quas.
0000000271,7,2021-11-05 17:56:33,49.99,Eos iusto molestiae nobis explicabo ex corporis.
0000000092,7,2021-11-11 23:18:11,24.99,Fugit nemo assumenda perferendis odio quidem suscipit.
0000000622,4,2021-03-22 12:17:27,16.99,Mollitia id asperiores harum.
0000000492,1,2021-07-23 14:49:00,199.98,Temporibus magnam maxime laboriosam consequatur.
0000000982,7,2021-11-07 12:14:39,79.99,Veritatis non tempore distinctio quia sunt repellat quasi.
0000000715,5,2021-04-19 15:37:34,79.99,Repudiandae cumque numquam delectus odit laborum doloremque.
0000000068,8,2021-11-12 14:31:18,59.99,Quibusdam molestias deserunt beatae fugit molestiae.
0000000747,8,2021-11-05 22:57:06,129.99,Ab fugiat in quod nulla illum suscipit.
0000000476,4,2021-06-15 21:49:03,34.99,Illum asperiores quisquam unde nostrum impedit.
0000000636,4,2021-06-10 12:37:36,16.99,Voluptatem tempora ut aspernatur at molestiae est.
0000000290,6,2021-07-31 08:04:48,59.99,Ipsam reprehenderit est voluptas saepe.
0000000066,7,2021-11-06 20:08:32,69.98,Voluptas impedit distinctio libero voluptatem molestias.
0000000718,7,2021-11-03 18:15:32,16.99,Excepturi voluptatum sed modi dolor praesentium.
